Date,BTC,SP500,GOLD,VIX
2017-03-20,1054.22998046875,2373.469970703125,1233.5999755859375,11.34000015258789
2017-03-21,1120.5400390625,2344.02001953125,1246.0999755859375,12.470000267028809
2017-03-22,1049.1400146484375,2348.449951171875,1249.300048828125,12.8100004196167
2017-03-23,1038.5899658203125,2345.9599609375,1246.9000244140625,13.119999885559082
2017-03-24,937.52001953125,2343.97998046875,1248.199951171875,12.960000038146973
2017-03-25,972.7789916992188,,,
2017-03-26,966.7249755859375,,,
2017-03-27,1045.77001953125,2341.590087890625,1255.4000244140625,12.5
2017-03-28,1047.1500244140625,2358.570068359375,1255.300048828125,11.529999732971191
2017-03-29,1039.969970703125,2361.1298828125,1253.4000244140625,11.420000076293945
2017-03-30,1026.4300537109375,2368.06005859375,1245.0,11.539999961853027
2017-03-31,1071.7900390625,2362.719970703125,1247.300048828125,12.369999885559082
2017-04-01,1080.5,,,
2017-04-02,1102.1700439453125,,,
2017-04-03,1143.81005859375,2358.840087890625,1250.800048828125,12.380000114440918
2017-04-04,1133.25,2360.159912109375,1255.0,11.789999961853027
2017-04-05,1124.780029296875,2352.949951171875,1245.4000244140625,12.890000343322754
2017-04-06,1182.6800537109375,2357.489990234375,1250.300048828125,12.390000343322754
2017-04-07,1176.9000244140625,2355.5400390625,1254.300048828125,12.869999885559082
2017-04-08,1175.949951171875,,,
2017-04-09,1187.8699951171875,,,
2017-04-10,1187.1300048828125,2357.159912109375,1251.0999755859375,14.050000190734863
2017-04-11,1205.010009765625,2353.780029296875,1271.199951171875,15.069999694824219
2017-04-12,1200.3699951171875,2344.929931640625,1275.300048828125,15.770000457763672
2017-04-13,1169.280029296875,2328.949951171875,1285.9000244140625,15.960000038146973
2017-04-14,1167.5400390625,,,
2017-04-15,1172.52001953125,,,
2017-04-16,1182.93994140625,,,
2017-04-17,1193.9100341796875,2349.010009765625,1289.4000244140625,14.65999984741211
2017-04-18,1211.6700439453125,2342.18994140625,1291.699951171875,14.420000076293945
2017-04-19,1210.2900390625,2338.169921875,1281.4000244140625,14.930000305175781
2017-04-20,1229.0799560546875,2355.840087890625,1281.9000244140625,14.149999618530273
2017-04-21,1222.050048828125,2348.68994140625,1287.4000244140625,14.630000114440918
2017-04-22,1231.7099609375,,,
2017-04-23,1207.2099609375,,,
2017-04-24,1250.1500244140625,2374.14990234375,1275.800048828125,10.84000015258789
2017-04-25,1265.489990234375,2388.610107421875,1265.5999755859375,10.760000228881836
2017-04-26,1281.0799560546875,2387.449951171875,1262.0999755859375,10.850000381469727
2017-04-27,1317.72998046875,2388.77001953125,1263.699951171875,10.359999656677246
2017-04-28,1316.47998046875,2384.199951171875,1266.0999755859375,10.819999694824219
2017-04-29,1321.7900390625,,,
2017-04-30,1347.8900146484375,,,
2017-05-01,1421.5999755859375,2388.330078125,1253.300048828125,10.109999656677246
2017-05-02,1452.8199462890625,2391.169921875,1255.0999755859375,10.59000015258789
2017-05-03,1490.0899658203125,2388.1298828125,1246.4000244140625,10.680000305175781
2017-05-04,1537.6700439453125,2389.52001953125,1226.5,10.460000038146973
2017-05-05,1555.449951171875,2399.2900390625,1224.800048828125,10.569999694824219
2017-05-06,1578.800048828125,,,
2017-05-07,1596.7099609375,,,
2017-05-08,1723.3499755859375,2399.3798828125,1225.300048828125,9.770000457763672
2017-05-09,1755.3599853515625,2396.919921875,1214.300048828125,9.960000038146973
2017-05-10,1787.1300048828125,2399.6298828125,1217.300048828125,10.210000038146973
2017-05-11,1848.5699462890625,2394.43994140625,1222.699951171875,10.600000381469727
2017-05-12,1724.239990234375,2390.89990234375,1226.199951171875,10.399999618530273
2017-05-13,1804.9100341796875,,,
2017-05-14,1808.9100341796875,,,
2017-05-15,1738.4300537109375,2402.320068359375,1228.5999755859375,10.420000076293945
2017-05-16,1734.449951171875,2400.669921875,1235.0,10.649999618530273
2017-05-17,1839.0899658203125,2357.030029296875,1257.5,15.59000015258789
2017-05-18,1888.6500244140625,2365.719970703125,1251.699951171875,14.65999984741211
2017-05-19,1987.7099609375,2381.72998046875,1252.699951171875,12.039999961853027
2017-05-20,2084.72998046875,,,
2017-05-21,2041.199951171875,,,
2017-05-22,2173.39990234375,2394.02001953125,1260.699951171875,10.930000305175781
2017-05-23,2320.419921875,2398.419921875,1254.800048828125,10.720000267028809
2017-05-24,2443.639892578125,2404.389892578125,1252.4000244140625,10.020000457763672
2017-05-25,2304.97998046875,2415.070068359375,1255.800048828125,9.989999771118164
2017-05-26,2202.419921875,2415.820068359375,1267.5999755859375,9.8100004196167
2017-05-27,2038.8699951171875,,,
2017-05-28,2155.800048828125,,,
2017-05-29,2255.610107421875,,,
2017-05-30,2175.469970703125,2412.909912109375,1262.0999755859375,10.380000114440918
2017-05-31,2286.409912109375,2411.800048828125,1272.0,10.40999984741211
2017-06-01,2407.8798828125,2430.06005859375,1267.0,9.890000343322754
2017-06-02,2488.550048828125,2439.070068359375,1276.800048828125,9.75
2017-06-03,2515.35009765625,,,
2017-06-04,2511.81005859375,,,
2017-06-05,2686.81005859375,2436.10009765625,1279.300048828125,10.069999694824219
2017-06-06,2863.199951171875,2429.330078125,1294.4000244140625,10.449999809265137
2017-06-07,2732.159912109375,2433.139892578125,1290.0999755859375,10.390000343322754
2017-06-08,2805.6201171875,2433.7900390625,1276.300048828125,10.15999984741211
2017-06-09,2823.81005859375,2431.77001953125,1268.5,10.699999809265137
2017-06-10,2947.7099609375,,,
2017-06-11,2958.110107421875,,,
2017-06-12,2659.6298828125,2429.389892578125,1266.0999755859375,11.460000038146973
2017-06-13,2717.02001953125,2440.35009765625,1265.800048828125,10.420000076293945
2017-06-14,2506.3701171875,2437.919921875,1272.800048828125,10.640000343322754
2017-06-15,2464.580078125,2432.4599609375,1252.199951171875,10.899999618530273
2017-06-16,2518.56005859375,2433.14990234375,1254.0,10.380000114440918
2017-06-17,2655.8798828125,,,
2017-06-18,2548.2900390625,,,
2017-06-19,2589.60009765625,2453.4599609375,1244.199951171875,10.369999885559082
2017-06-20,2721.7900390625,2437.030029296875,1241.0,10.859999656677246
2017-06-21,2689.10009765625,2435.610107421875,1243.4000244140625,10.75
2017-06-22,2705.409912109375,2434.5,1247.5999755859375,10.479999542236328
2017-06-23,2744.909912109375,2438.300048828125,1256.199951171875,10.020000457763672
2017-06-24,2608.719970703125,,,
2017-06-25,2589.409912109375,,,
2017-06-26,2478.449951171875,2439.070068359375,1246.300048828125,9.899999618530273
2017-06-27,2552.449951171875,2419.3798828125,1246.4000244140625,11.0600004196167
2017-06-28,2574.7900390625,2440.68994140625,1248.0,10.029999732971191
2017-06-29,2539.320068359375,2419.699951171875,1244.199951171875,11.4399995803833
2017-06-30,2480.840087890625,2423.409912109375,1240.699951171875,11.180000305175781
2017-07-01,2434.550048828125,,,
2017-07-02,2506.469970703125,,,
2017-07-03,2564.06005859375,2429.010009765625,1217.9000244140625,11.220000267028809
2017-07-04,2601.639892578125,,,
2017-07-05,2601.989990234375,2432.5400390625,1220.4000244140625,11.069999694824219
2017-07-06,2608.56005859375,2409.75,1222.199951171875,12.539999961853027
2017-07-07,2518.659912109375,2425.179931640625,1208.5999755859375,11.1899995803833
2017-07-08,2571.340087890625,,,
2017-07-09,2518.43994140625,,,
2017-07-10,2372.56005859375,2427.429931640625,1212.0999755859375,11.109999656677246
2017-07-11,2337.7900390625,2425.530029296875,1213.5999755859375,10.890000343322754
2017-07-12,2398.840087890625,2443.25,1218.0999755859375,10.300000190734863
2017-07-13,2357.89990234375,2447.830078125,1216.300048828125,9.899999618530273
2017-07-14,2233.340087890625,2459.27001953125,1226.5999755859375,9.510000228881836
2017-07-15,1998.8599853515625,,,
2017-07-16,1929.8199462890625,,,
2017-07-17,2228.409912109375,2459.139892578125,1232.800048828125,9.819999694824219
2017-07-18,2318.8798828125,2460.610107421875,1241.0999755859375,9.890000343322754
2017-07-19,2273.429931640625,2473.830078125,1241.199951171875,9.789999961853027
2017-07-20,2817.60009765625,2473.449951171875,1244.800048828125,9.579999923706055
2017-07-21,2667.760009765625,2472.5400390625,1254.300048828125,9.359999656677246
2017-07-22,2810.1201171875,,,
2017-07-23,2730.39990234375,,,
2017-07-24,2754.860107421875,2469.909912109375,1253.9000244140625,9.430000305175781
2017-07-25,2576.47998046875,2477.1298828125,1251.699951171875,9.430000305175781
2017-07-26,2529.449951171875,2477.830078125,1249.0,9.600000381469727
2017-07-27,2671.780029296875,2475.419921875,1259.5999755859375,10.109999656677246
2017-07-28,2809.010009765625,2472.10009765625,1268.4000244140625,10.289999961853027
2017-07-29,2726.449951171875,,,
2017-07-30,2757.179931640625,,,
2017-07-31,2875.340087890625,2470.300048828125,1266.5999755859375,10.260000228881836
2017-08-01,2718.260009765625,2476.35009765625,1272.5999755859375,10.09000015258789
2017-08-02,2710.669921875,2477.570068359375,1271.800048828125,10.279999732971191
2017-08-03,2804.72998046875,2472.159912109375,1267.800048828125,10.4399995803833
2017-08-04,2895.889892578125,2476.830078125,1258.300048828125,10.029999732971191
2017-08-05,3252.909912109375,,,
2017-08-06,3213.93994140625,,,
2017-08-07,3378.93994140625,2480.909912109375,1258.199951171875,9.930000305175781
2017-08-08,3419.93994140625,2474.919921875,1256.4000244140625,10.960000038146973
2017-08-09,3342.469970703125,2474.02001953125,1273.0,11.109999656677246
2017-08-10,3381.280029296875,2438.2099609375,1283.699951171875,16.040000915527344
2017-08-11,3650.6201171875,2441.320068359375,1287.699951171875,15.510000228881836
2017-08-12,3884.7099609375,,,
2017-08-13,4073.260009765625,,,
2017-08-14,4325.1298828125,2465.840087890625,1284.199951171875,12.329999923706055
2017-08-15,4181.93017578125,2464.610107421875,1273.699951171875,12.039999961853027
2017-08-16,4376.6298828125,2468.110107421875,1276.9000244140625,11.739999771118164
2017-08-17,4331.68994140625,2430.010009765625,1286.4000244140625,15.550000190734863
2017-08-18,4160.6201171875,2425.550048828125,1285.699951171875,14.260000228881836
2017-08-19,4193.7001953125,,,
2017-08-20,4087.659912109375,,,
2017-08-21,4001.739990234375,2428.3701171875,1290.800048828125,13.1899995803833
2017-08-22,4100.52001953125,2452.510009765625,1285.0999755859375,11.350000381469727
2017-08-23,4151.52001953125,2444.0400390625,1288.9000244140625,12.25
2017-08-24,4334.68017578125,2438.969970703125,1286.5,12.229999542236328
2017-08-25,4371.60009765625,2443.050048828125,1292.5,11.279999732971191
2017-08-26,4352.39990234375,,,
2017-08-27,4382.8798828125,,,
2017-08-28,4382.66015625,2444.239990234375,1309.699951171875,11.319999694824219
2017-08-29,4579.02001953125,2446.300048828125,1313.0999755859375,11.699999809265137
2017-08-30,4565.2998046875,2457.590087890625,1308.0999755859375,11.220000267028809
2017-08-31,4703.39013671875,2471.64990234375,1316.199951171875,10.59000015258789
2017-09-01,4892.009765625,2476.550048828125,1324.5,10.130000114440918
2017-09-02,4578.77001953125,,,
2017-09-03,4582.9599609375,,,
2017-09-04,4236.31005859375,,,
2017-09-05,4376.52978515625,2457.85009765625,1339.199951171875,12.229999542236328
2017-09-06,4597.1201171875,2465.5400390625,1333.9000244140625,11.630000114440918
2017-09-07,4599.8798828125,2465.10009765625,1345.0999755859375,11.550000190734863
2017-09-08,4228.75,2461.429931640625,1346.0,12.119999885559082
2017-09-09,4226.06005859375,,,
2017-09-10,4122.93994140625,,,
2017-09-11,4161.27001953125,2488.110107421875,1331.0,10.729999542236328
2017-09-12,4130.81005859375,2496.47998046875,1328.0,10.579999923706055
2017-09-13,3882.590087890625,2498.3701171875,1323.4000244140625,10.5
2017-09-14,3154.949951171875,2495.6201171875,1324.699951171875,10.4399995803833
2017-09-15,3637.52001953125,2500.22998046875,1320.4000244140625,10.170000076293945
2017-09-16,3625.0400390625,,,
2017-09-17,3582.8798828125,,,
2017-09-18,4065.199951171875,2503.8701171875,1306.300048828125,10.149999618530273
2017-09-19,3924.969970703125,2506.64990234375,1306.199951171875,10.180000305175781
2017-09-20,3905.949951171875,2508.239990234375,1312.0,9.779999732971191
2017-09-21,3631.0400390625,2500.60009765625,1290.5999755859375,9.670000076293945
2017-09-22,3630.699951171875,2502.219970703125,1293.300048828125,9.59000015258789
2017-09-23,3792.39990234375,,,
2017-09-24,3682.840087890625,,,
2017-09-25,3926.070068359375,2496.659912109375,1306.800048828125,10.210000038146973
2017-09-26,3892.35009765625,2496.840087890625,1297.0,10.170000076293945
2017-09-27,4200.669921875,2507.0400390625,1283.4000244140625,9.869999885559082
2017-09-28,4174.72998046875,2510.06005859375,1285.5,9.550000190734863
2017-09-29,4163.06982421875,2519.360107421875,1281.5,9.510000228881836
2017-09-30,4338.7099609375,,,
2017-10-01,4403.740234375,,,
2017-10-02,4409.31982421875,2529.1201171875,1272.699951171875,9.449999809265137
2017-10-03,4317.47998046875,2534.580078125,1271.5,9.510000228881836
2017-10-04,4229.35986328125,2537.739990234375,1273.699951171875,9.630000114440918
2017-10-05,4328.41015625,2552.070068359375,1269.9000244140625,9.1899995803833
2017-10-06,4370.81005859375,2549.330078125,1271.5999755859375,9.649999618530273
2017-10-07,4426.89013671875,,,
2017-10-08,4610.47998046875,,,
2017-10-09,4772.02001953125,2544.72998046875,1281.800048828125,10.329999923706055
2017-10-10,4781.990234375,2550.639892578125,1290.5999755859375,10.079999923706055
2017-10-11,4826.47998046875,2555.239990234375,1285.800048828125,9.850000381469727
2017-10-12,5446.91015625,2550.929931640625,1293.300048828125,9.90999984741211
2017-10-13,5647.2099609375,2553.169921875,1301.5,9.609999656677246
2017-10-14,5831.7900390625,,,
2017-10-15,5678.18994140625,,,
2017-10-16,5725.58984375,2557.639892578125,1299.9000244140625,9.90999984741211
2017-10-17,5605.509765625,2559.360107421875,1283.0,10.3100004196167
2017-10-18,5590.68994140625,2561.260009765625,1279.9000244140625,10.069999694824219
2017-10-19,5708.52001953125,2562.10009765625,1286.9000244140625,10.050000190734863
2017-10-20,6011.4501953125,2575.2099609375,1277.4000244140625,9.970000267028809
2017-10-21,6031.60009765625,,,
2017-10-22,6008.419921875,,,
2017-10-23,5930.31982421875,2564.97998046875,1277.699951171875,11.069999694824219
2017-10-24,5526.64013671875,2569.1298828125,1275.0,11.15999984741211
2017-10-25,5750.7998046875,2557.14990234375,1275.4000244140625,11.229999542236328
2017-10-26,5904.830078125,2560.39990234375,1266.300048828125,11.300000190734863
2017-10-27,5780.89990234375,2581.070068359375,1268.5,9.800000190734863
2017-10-28,5753.08984375,,,
2017-10-29,6153.85009765625,,,
2017-10-30,6130.52978515625,2572.830078125,1274.0999755859375,10.5
2017-10-31,6468.39990234375,2575.260009765625,1267.0,10.180000305175781
2017-11-01,6767.31005859375,2579.360107421875,1274.0999755859375,10.199999809265137
2017-11-02,7078.5,2579.85009765625,1274.9000244140625,9.930000305175781
2017-11-03,7207.759765625,2587.840087890625,1266.5,9.140000343322754
2017-11-04,7379.9501953125,,,
2017-11-05,7407.41015625,,,
2017-11-06,7022.759765625,2591.1298828125,1279.4000244140625,9.399999618530273
2017-11-07,7144.3798828125,2590.639892578125,1273.699951171875,9.890000343322754
2017-11-08,7459.68994140625,2594.3798828125,1281.5999755859375,9.779999732971191
2017-11-09,7143.580078125,2584.6201171875,1285.5999755859375,10.5
2017-11-10,6618.14013671875,2582.300048828125,1272.4000244140625,11.289999961853027
2017-11-11,6357.60009765625,,,
2017-11-12,5950.06982421875,,,
2017-11-13,6559.490234375,2584.840087890625,1277.300048828125,11.5
2017-11-14,6635.75,2578.8701171875,1281.5,11.59000015258789
2017-11-15,7315.5400390625,2564.6201171875,1276.5,13.130000114440918
2017-11-16,7871.68994140625,2585.639892578125,1277.4000244140625,11.760000228881836
2017-11-17,7708.990234375,2578.85009765625,1295.800048828125,11.430000305175781
2017-11-18,7790.14990234375,,,
2017-11-19,8036.490234375,,,
2017-11-20,8200.6396484375,2582.139892578125,1274.5999755859375,10.649999618530273
2017-11-21,8071.259765625,2599.030029296875,1281.0999755859375,9.729999542236328
2017-11-22,8253.5498046875,2597.080078125,1291.5999755859375,9.880000114440918
2017-11-23,8038.77001953125,,,
2017-11-24,8253.6904296875,2602.419921875,1286.699951171875,9.670000076293945
2017-11-25,8790.919921875,,,
2017-11-26,9330.5498046875,,,
2017-11-27,9818.349609375,2601.419921875,1293.800048828125,9.869999885559082
2017-11-28,10058.7998046875,2627.0400390625,1294.699951171875,10.029999732971191
2017-11-29,9888.6103515625,2626.070068359375,1282.0999755859375,10.699999809265137
2017-11-30,10233.599609375,2647.580078125,1273.199951171875,11.279999732971191
2017-12-01,10975.599609375,2642.219970703125,1278.800048828125,11.430000305175781
2017-12-02,11074.599609375,,,
2017-12-03,11323.2001953125,,,
2017-12-04,11657.2001953125,2639.43994140625,1274.300048828125,11.680000305175781
2017-12-05,11916.7001953125,2629.570068359375,1261.5999755859375,11.329999923706055
2017-12-06,14291.5,2629.27001953125,1262.800048828125,11.020000457763672
2017-12-07,17899.69921875,2636.97998046875,1249.800048828125,10.15999984741211
2017-12-08,16569.400390625,2651.5,1245.199951171875,9.579999923706055
2017-12-09,15178.2001953125,,,
2017-12-10,15455.400390625,,,
2017-12-11,16936.80078125,2659.989990234375,1243.699951171875,9.34000015258789
2017-12-12,17415.400390625,2664.110107421875,1238.5,9.920000076293945
2017-12-13,16408.19921875,2662.85009765625,1245.4000244140625,10.180000305175781
2017-12-14,16564.0,2652.010009765625,1253.800048828125,10.489999771118164
2017-12-15,17706.900390625,2675.81005859375,1254.300048828125,9.420000076293945
2017-12-16,19497.400390625,,,
2017-12-17,19140.80078125,,,
2017-12-18,19114.19921875,2690.159912109375,1262.199951171875,9.529999732971191
2017-12-19,17776.69921875,2681.469970703125,1260.699951171875,10.029999732971191
2017-12-20,16624.599609375,2679.25,1266.0999755859375,9.720000267028809
2017-12-21,15802.900390625,2684.570068359375,1267.300048828125,9.619999885559082
2017-12-22,13831.7998046875,2683.340087890625,1275.4000244140625,9.899999618530273
2017-12-23,14699.2001953125,,,
2017-12-24,13925.7998046875,,,
2017-12-25,14026.599609375,,,
2017-12-26,16099.7998046875,2680.5,1284.0999755859375,10.25
2017-12-27,15838.5,2682.6201171875,1287.0,10.470000267028809
2017-12-28,14606.5,2687.5400390625,1294.0999755859375,10.180000305175781
2017-12-29,14656.2001953125,2673.610107421875,1306.300048828125,11.039999961853027
2017-12-30,12952.2001953125,,,
2017-12-31,14156.400390625,,,
2018-01-01,13657.2001953125,,,
2018-01-02,14982.099609375,2695.81005859375,1313.699951171875,9.770000457763672
2018-01-03,15201.0,2713.06005859375,1316.199951171875,9.149999618530273
2018-01-04,15599.2001953125,2723.989990234375,1319.4000244140625,9.220000267028809
2018-01-05,17429.5,2743.14990234375,1320.300048828125,9.220000267028809
2018-01-06,17527.0,,,
2018-01-07,16477.599609375,,,
2018-01-08,15170.099609375,2747.7099609375,1318.5999755859375,9.520000457763672
2018-01-09,14595.400390625,2751.2900390625,1311.699951171875,10.079999923706055
2018-01-10,14973.2998046875,2748.22998046875,1317.4000244140625,9.819999694824219
2018-01-11,13405.7998046875,2767.56005859375,1320.5999755859375,9.880000114440918
2018-01-12,13980.599609375,2786.239990234375,1333.4000244140625,10.15999984741211
2018-01-13,14360.2001953125,,,
2018-01-14,13772.0,,,
2018-01-15,13819.7998046875,,,
2018-01-16,11490.5,2776.419921875,1335.4000244140625,11.65999984741211
2018-01-17,11188.599609375,2802.56005859375,1338.0,11.90999984741211
2018-01-18,11474.900390625,2798.030029296875,1326.0,12.220000267028809
2018-01-19,11607.400390625,2810.300048828125,1331.9000244140625,11.270000457763672
2018-01-20,12899.2001953125,,,
2018-01-21,11600.099609375,,,
2018-01-22,10931.400390625,2832.969970703125,1330.9000244140625,11.029999732971191
2018-01-23,10868.400390625,2839.1298828125,1335.699951171875,11.100000381469727
2018-01-24,11359.400390625,2837.5400390625,1355.9000244140625,11.470000267028809
2018-01-25,11259.400390625,2839.25,1362.4000244140625,11.579999923706055
2018-01-26,11171.400390625,2872.8701171875,1351.5999755859375,11.079999923706055
2018-01-27,11440.7001953125,,,
2018-01-28,11786.2998046875,,,
2018-01-29,11296.400390625,2853.530029296875,,13.84000015258789
2018-01-30,10106.2998046875,2822.429931640625,1335.4000244140625,14.789999961853027
2018-01-31,10221.099609375,2823.81005859375,1339.0,13.539999961853027
2018-02-01,9170.5400390625,2821.97998046875,1344.300048828125,13.470000267028809
2018-02-02,8830.75,2762.1298828125,1333.699951171875,17.309999465942383
2018-02-03,9174.91015625,,,
2018-02-04,8277.009765625,,,
2018-02-05,6955.27001953125,2648.93994140625,1333.0,37.31999969482422
2018-02-06,7754.0,2695.139892578125,1326.0999755859375,29.979999542236328
2018-02-07,7621.2998046875,2681.659912109375,1311.5999755859375,27.729999542236328
2018-02-08,8265.58984375,2581.0,1316.9000244140625,33.459999084472656
2018-02-09,8736.98046875,2619.550048828125,1313.0999755859375,29.059999465942383
2018-02-10,8621.900390625,,,
2018-02-11,8129.97021484375,,,
2018-02-12,8926.5703125,2656.0,1324.199951171875,25.610000610351562
2018-02-13,8598.3095703125,2662.93994140625,1328.0999755859375,24.969999313354492
2018-02-14,9494.6298828125,2698.6298828125,1355.5,19.260000228881836
2018-02-15,10166.400390625,2731.199951171875,1352.0999755859375,19.1299991607666
2018-02-16,10233.900390625,2732.219970703125,1353.199951171875,19.459999084472656
2018-02-17,11112.7001953125,,,
2018-02-18,10551.7998046875,,,
2018-02-19,11225.2998046875,,,
2018-02-20,11403.7001953125,2716.260009765625,1328.800048828125,20.600000381469727
2018-02-21,10690.400390625,2701.330078125,1330.0,20.020000457763672
2018-02-22,10005.0,2703.9599609375,1330.5999755859375,18.719999313354492
2018-02-23,10301.099609375,2747.300048828125,1328.199951171875,16.489999771118164
2018-02-24,9813.0703125,,,
2018-02-25,9664.73046875,,,
2018-02-26,10366.7001953125,2779.60009765625,1330.699951171875,15.800000190734863
2018-02-27,10725.599609375,2744.280029296875,1315.5,18.59000015258789
2018-02-28,10397.900390625,2713.830078125,1315.5,19.850000381469727
2018-03-01,10951.0,2677.669921875,1302.9000244140625,22.469999313354492
2018-03-02,11086.400390625,2691.25,1321.0999755859375,19.59000015258789
2018-03-03,11489.7001953125,,,
2018-03-04,11512.599609375,,,
2018-03-05,11573.2998046875,2720.93994140625,1318.0999755859375,18.729999542236328
2018-03-06,10779.900390625,2728.1201171875,1333.5999755859375,18.360000610351562
2018-03-07,9965.5703125,2726.800048828125,1326.0,17.760000228881836
2018-03-08,9395.009765625,2738.969970703125,1319.9000244140625,16.540000915527344
2018-03-09,9337.5498046875,2786.570068359375,1322.4000244140625,14.640000343322754
2018-03-10,8866.0,,,
2018-03-11,9578.6298828125,,,
2018-03-12,9205.1201171875,2783.02001953125,1319.4000244140625,15.779999732971191
2018-03-13,9194.849609375,2765.31005859375,1325.9000244140625,16.350000381469727
2018-03-14,8269.8095703125,2749.47998046875,1324.4000244140625,17.229999542236328
